Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,TargetLatitude,TargetLongitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownstreamLength,TotalReach,LocationDetailBAComments,county,county_fips,regional_board,rb_number,huc8,huc8_number,huc10,huc10_number,huc12,huc12_number,waterbody_type,SampleID
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Sweetwater River Mid-slough,909SWCYNM,9/12/2016,12:00:00,AA1,-88,m,Integrated,1,1,160923_EPA545,909SWCYNM_42625_ATX,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Dissolved",ng/g na,-0.25,,0.25,1.25,ND,SCR,"VAC,VQI",Scr,,,,"QA/DM:Screening,no QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,PassiveSampler,32.6586,-117.0818863,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, FieldFrozen",9/23/2016 0:00,"Kudela, 2011",9/15/2016,9/23/2016,1,,UCSC-IMS,SCCWRP,NR,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Rice Canyon-Sweetwater River,1.80703E+11,,909SWCYNM_42625_ATX
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,"Sweetwater River Open, San Diego Bay",909SWCYNO,9/12/2016,12:00:00,AA1,-88,m,Integrated,1,1,160923_EPA545,909SWCYNO_42625_ATX,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Dissolved",ng/g na,-0.25,,0.25,1.25,ND,SCR,"VAC,VQI",Scr,,,,"QA/DM:Screening,no QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,PassiveSampler,32.649651,-117.1085281,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, FieldFrozen",9/23/2016 0:00,"Kudela, 2011",9/15/2016,9/23/2016,1,,UCSC-IMS,SCCWRP,NR,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Paradise Creek-Frontal San Diego Bay,1.80703E+11,,909SWCYNO_42625_ATX
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Sweetwater River Upstream,909SWCYNU,9/12/2016,12:00:00,AA1,-88,m,Integrated,1,1,160923_EPA545,909SWCYNU_42625_ATX,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Dissolved",ng/g na,-0.25,,0.25,1.25,ND,SCR,"VAC,VQI",Scr,,,,"QA/DM:Screening,no QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,PassiveSampler,32.650471,-117.0639267,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, FieldFrozen",9/23/2016 0:00,"Kudela, 2011",9/15/2016,9/23/2016,1,,UCSC-IMS,SCCWRP,NR,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Rice Canyon-Sweetwater River,1.80703E+11,,909SWCYNU_42625_ATX
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Creek Upstream,906LPCYNU,9/12/2016,12:00:00,AA1,-88,m,Integrated,1,1,160923_EPA545,906LPCYNU_42625_ATX,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Dissolved",ng/g na,-0.25,,0.25,1.25,ND,SCR,"VAC,VQI",Scr,,,,"QA/DM:Screening,no QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,PassiveSampler,32.936131,-117.228157,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, FieldFrozen",9/23/2016 0:00,"Kudela, 2011",9/15/2016,9/23/2016,1,,UCSC-IMS,SCCWRP,NR,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Carmel Valley-Poway Creek,1.80703E+11,,906LPCYNU_42625_ATX
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Mid-slough,906LPCYNM,9/12/2016,12:00:00,AA1,-88,m,Integrated,1,1,160923_EPA545,906LPCYNM_42625_ATX,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Dissolved",ng/g na,-0.25,,0.25,1.25,ND,SCR,"VAC,VQI",Scr,,,,"QA/DM:Screening,no QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,PassiveSampler,32.930069,-117.2468491,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, FieldFrozen",9/23/2016 0:00,"Kudela, 2011",9/15/2016,9/23/2016,1,,UCSC-IMS,SCCWRP,NR,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Carmel Valley-Poway Creek,1.80703E+11,,906LPCYNM_42625_ATX
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Otay River Mid-slough,910OTCYNM,9/12/2016,12:00:00,AA1,-88,m,Integrated,1,1,160923_EPA545,910OTCYNM_42625_ATX,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Dissolved",ng/g na,-0.25,,0.25,1.25,ND,SCR,"VAC,VQI",Scr,,,,"QA/DM:Screening,no QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,PassiveSampler,32.588039,-117.1057434,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, FieldFrozen",9/23/2016 0:00,"Kudela, 2011",9/15/2016,9/23/2016,1,,UCSC-IMS,SCCWRP,NR,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Telegraph Canyon-Frontal San Diego Bay,1.80703E+11,,910OTCYNM_42625_ATX
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Open Lagoon,906LPCYNO,9/12/2016,12:00:00,AA1,-88,m,Integrated,1,1,160923_EPA545,906LPCYNO_42625_ATX,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Dissolved",ng/g na,-0.25,,0.25,1.25,ND,SCR,"VAC,VQI",Scr,,,,"QA/DM:Screening,no QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,PassiveSampler,32.934471,-117.259407,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, FieldFrozen",9/23/2016 0:00,"Kudela, 2011",9/15/2016,9/23/2016,1,,UCSC-IMS,SCCWRP,NR,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Mission Beach-Frontal Pacific Ocean,1.80703E+11,,906LPCYNO_42625_ATX
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Open Lagoon,906LPCYNO,9/29/2016,12:00:00,AA1,-88,m,Integrated,1,1,161006_EPA545,906LPCYNO_42642_ATX,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Dissolved",ng/g na,-0.25,,0.25,1.25,ND,SCR,"VAC,VQI",Scr,,,,"QA/DM:Screening,no QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,PassiveSampler,32.934471,-117.259407,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, FieldFrozen",10/6/2016 0:00,"Kudela, 2011",10/4/2016,10/6/2016,1,,UCSC-IMS,SCCWRP,NR,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Mission Beach-Frontal Pacific Ocean,1.80703E+11,,906LPCYNO_42642_ATX
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Olive Hill Road Fallbrook,903OLVFAL,7/6/2012,10:00:00,AA1,0.1,m,Integrated,1,1,WPCL_MCY_L-657-664-12_Pg147_W_CYTOX,L-664-12-1,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,SPATT bag deployed on 07/06/2012. Lemnaceae covering surface.,filter paper,,Cpds low %R MS/D.  Cpds hi in LCS/D and MS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,,Water_Grab,33.333282,-117.2445602,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/6/2012 0:00,"Mekebri, et al., 2009",11/14/2012,11/19/2012,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Santee LRP Lake #7,907SL7SNT,8/3/2012,10:00:00,AA1,0.1,m,Integrated,1,1,WPCL_MCY_L-657-664-12_Pg147_W_CYTOX,L-657-12-4,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,"SPATT bag deployed on 07/27/12. Placed on west shore, southern half of lake. Hidden by reeds and trees. Samples were collected during second trip (08/03/2012) due to filter malfunction.",filter paper,,Cpds low %R MS/D.  Cpds hi in LCS/D and MS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,,Water_Grab,32.865204,-117.0082932,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/3/2012 0:00,"Mekebri, et al., 2009",11/14/2012,11/19/2012,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,Santee LRP Lake #7,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Pala Rey Ranch,903CCRVAL,8/9/2012,11:00:00,AA1,0.1,m,Integrated,1,1,WPCL_MCY_L-657-664-12_Pg147_W_CYTOX,L-657-12-1,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,"SPATT bag deployed on 08/09/2012. Placed along east side of pond between trees, close to tractor.",filter paper,,Cpds low %R MS/D.  Cpds hi in LCS/D and MS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,,Water_Grab,33.332142,-117.1247559,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/9/2012 0:00,"Mekebri, et al., 2009",11/14/2012,11/19/2012,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Emerald Isle Golf Course,904EMISGC,8/31/2012,10:30:00,AA1,0.1,m,Integrated,1,1,WPCL_MCY_L-657-664-12_Pg147_W_CYTOX,L-664-12-2,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,SPATT bag deployed on 08/31/2012. Very high quantities of microscopic algae. Tough to filter samples.,filter paper,,Cpds low %R MS/D.  Cpds hi in LCS/D and MS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,,Water_Grab,33.212955,-117.3316269,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/31/2012 0:00,"Mekebri, et al., 2009",11/14/2012,11/19/2012,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Olive Hill Road Fallbrook,903OLVFAL,9/18/2012,12:00:00,AA1,0.1,m,Integrated,1,1,WPCL_MCY_L-657-664-12_Pg147_W_CYTOX,L-657-12-2,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,"SPATT bag retrieved. (Deployed on 07/06/2012). Lemna covering surface. Bullfrogs, wild grape, stands of Typha and Tule.",filter paper,,Cpds low %R MS/D.  Cpds hi in LCS/D and MS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,,Water_Grab,33.333282,-117.2445602,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",9/18/2012 0:00,"Mekebri, et al., 2009",11/14/2012,11/19/2012,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Calle Roxanne Fallbrook,902CRXFAL,9/18/2012,9:40:00,AA1,0.1,m,Integrated,1,1,WPCL_L-143-13MCY_W_CYTOX,L-143-13-1,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,"SPATT bag deployed on 09/18/2012. Placed in SW corner of pond, by tree branches. Water level extremely low, below road entrance and first step south side. Lots of bees. Ryan (on-site) noted a recent fish kill. Max ~8 ft deep.",filter paper; KR added collection through loader,,Cpd hi in LCS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,,Water_Grab,33.446533,-117.3392487,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",9/18/2012 0:00,"Mekebri, et al., 2009",8/22/2013,9/10/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,San Dieguito River Calle Ambiente,905SDRSAN,9/24/2012,9:15:00,AA1,0.1,m,Integrated,1,1,WPCL_L-143-13MCY_W_CYTOX,L-143-13-3,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,"SPATT bag deployed on 09/24/2012. Placed along NW edge, off of entry road. Climb down bank by white utility box. Placed next to reeds, hidden, deep. Sparse Lemna on surface.",filter paper; KR added collection through loader,,Cpd hi in LCS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,,Water_Grab,33.040615,-117.1559296,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",9/24/2012 0:00,"Mekebri, et al., 2009",8/22/2013,9/10/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Santee LRP Lake #7,907SL7SNT,9/24/2012,13:00:00,AA1,0.1,m,Integrated,1,1,WPCL_MCY_L-657-664-12_Pg147_W_CYTOX,L-657-12-7,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,SPATT bag retrieved. (Deployed on 07/27/2012). Noticed at least 2 dead fish floating on lake surface.,filter paper,,Cpds low %R MS/D.  Cpds hi in LCS/D and MS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,,Water_Grab,32.865204,-117.0082932,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",9/24/2012 0:00,"Mekebri, et al., 2009",11/14/2012,11/19/2012,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,Santee LRP Lake #7,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Lyons Valley Rd Jamul,910LVRJAM,9/25/2012,11:00:00,AA1,0.1,m,Integrated,1,1,WPCL_MCY_L-657-664-12_Pg147_W_CYTOX,L-657-12-5,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,SPATT bag retrieved. (Deployed 08/13/2012). Used kayak to access site and collect water samples. Completely covered in Lemna.,filter paper,,Cpds low %R MS/D.  Cpds hi in LCS/D and MS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,,Water_Grab,32.716396,-116.763649,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",9/25/2012 0:00,"Mekebri, et al., 2009",11/14/2012,11/19/2012,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Pala Rey Ranch,903CCRVAL,9/26/2012,11:30:00,AA1,0.1,m,Integrated,1,1,WPCL_MCY_L-657-664-12_Pg147_W_CYTOX,L-657-12-6,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,SPATT bag retrieved on 09/26/2012. (Deployed on 08/09/2012).,filter paper,,Cpds low %R MS/D.  Cpds hi in LCS/D and MS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,,Water_Grab,33.332142,-117.1247559,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",9/26/2012 0:00,"Mekebri, et al., 2009",11/14/2012,11/19/2012,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Emerald Isle Golf Course,904EMISGC,10/12/2012,10:00:00,AA1,0.1,m,Integrated,1,1,WPCL_MCY_L-657-664-12_Pg147_W_CYTOX,L-657-12-3,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,"SPATT bag retrieved. (Deployed 08/31/2012). Lemna covering a small portion of pond (5%), many ducks, egrets, frogs at site. Small pond at inflow with brownish color and many flies.",filter paper,,Cpds low %R MS/D.  Cpds hi in LCS/D and MS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,,Water_Grab,33.212955,-117.3316269,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",10/12/2012 0:00,"Mekebri, et al., 2009",11/14/2012,11/19/2012,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,m,,m,,m,,,"Because filtering was challenging due to high algea levels, sample volumes were smaller than prescribed in protocol.  250 mL used for Chlorophyll.  Every other filter used only 200 mL.  For cyanotoxins, two filters (200-mL each) were placed in petri dish.",,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Calle Roxanne Fallbrook,902CRXFAL,10/31/2012,10:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-143-13MCY_W_CYTOX,L-143-13-2,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,SPATT bag retrieved. (Deployed on 9/18/2012).,filter paper; KR added collection through loader,,Cpd hi in LCS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,,Water_Grab,33.446533,-117.3392487,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",10/31/2012 0:00,"Mekebri, et al., 2009",8/22/2013,9/10/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,San Dieguito River Calle Ambiente,905SDRSAN,11/5/2012,9:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-143-13MCY_W_CYTOX,L-143-13-4,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,SPATT bag retrieved. (Deployed on 09/24/2012).,filter paper; KR added collection through loader,,Cpd hi in LCS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,,Water_Grab,33.040615,-117.1559296,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",11/5/2012 0:00,"Mekebri, et al., 2009",8/22/2013,9/10/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Elijo Pond,904SNELPD,7/1/2013,12:00:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-11,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,Deployed SPATT #1,filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,33.002304,-117.2760544,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/1/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Lower Escondido Creek,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Elijo Lagoon,904SNELLG,7/1/2013,10:45:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-8,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,Deployed SPATT #1,filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,33.008808,-117.2725754,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/1/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Lower Escondido Creek,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Diego Bay near Silver Strand Bikeway,908SDBYSS,7/2/2013,10:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B2_W_CYTOX,L-577-13-25,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,Deployed SPATT #1,filter paper,,"Diln.  HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits. QAO: verified against method criteria, LCS HT >3X",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.603428,-117.1228409,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/2/2013 0:00,"Mekebri, et al., 2009",11/5/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Diego Bay near Naval Training Center,908SDBNTC,7/2/2013,13:10:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-12,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,Deployed SPATT #1,filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.740898,-117.2090683,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/2/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Americas Cup Harbor-San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lake Henshaw,903PLH214,7/8/2013,10:00:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-4,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,Deployed SPATT #1,filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,33.241451,-116.746727,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/8/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Cuyamaca Reservoir,907CUYRES,7/9/2013,11:00:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-5,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,,,0.05,0.1,ND,SCR,VAC,Scr,Deployed SPATT #1,filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.988632,-116.5822601,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/9/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
